person_number,year,walk
A07641,3,NotAttend
A07641,4,NotAttend
A07641,5,NotAttend
A07642,1,NotAttend
A07642,2,NotAttend
A07642,3,NotAttend
A07642,4,NotAttend
A07642,5,attend
A07643,1,NotAttend
A07643,2,NotAttend
A07643,3,attend
A07643,4,NotAttend
A07643,5,NotAttend
A07644,1,NotAttend
A07644,2,NotAttend
A07644,3,NotAttend
A07644,4,NotAttend
A07644,5,NotAttend
A07645,1,NotAttend
A07645,2,NotAttend
A07645,3,NotAttend
A07645,4,NotAttend
A07645,5,NotAttend
A07646,1,NotAttend
A07646,2,NotAttend
A07646,3,NotAttend
A07646,4,NotAttend
A07646,5,NotAttend
A07647,1,NotAttend
A07647,2,NotAttend
A07647,3,NotAttend
A07647,4,NotAttend
A07647,5,NotAttend
A07648,1,NotAttend
A07648,2,NotAttend
A07648,3,NotAttend
A07648,4,NotAttend
A07648,5,NotAttend
A07649,1,NotAttend
A07649,2,NotAttend
A07649,3,NotAttend
A07649,4,NotAttend
A07649,5,NotAttend
A07650,1,NotAttend
A07650,2,attend
A07650,3,NotAttend
A07650,4,NotAttend
A07650,5,NotAttend
A07651,1,NotAttend
A07651,2,attend
A07651,3,NotAttend
A07651,4,NotAttend
A07651,5,NotAttend
A07652,1,NotAttend
A07652,2,NotAttend
A07652,3,attend
A07652,4,attend
A07652,5,NotAttend
A07653,1,NotAttend
A07653,2,NotAttend
A07653,3,NotAttend
A07653,4,NotAttend
A07653,5,NotAttend
A07654,1,NotAttend
A07654,2,NotAttend
A07654,3,NotAttend
A07654,4,NotAttend
A07654,5,NotAttend
A07655,1,attend
A07655,2,NotAttend
A07655,3,attend
A07655,4,NotAttend
A07655,5,NotAttend
A07656,1,NotAttend
A07656,2,NotAttend
A07656,3,NotAttend
A07656,4,NotAttend
A07656,5,NotAttend
A07657,1,NotAttend
A07657,2,NotAttend
A07657,3,NotAttend
A07657,4,NotAttend
A07657,5,NotAttend
A07658,1,NotAttend
A07658,2,NotAttend
A07658,3,NotAttend
A07658,4,NotAttend
A07658,5,NotAttend
A07659,1,NotAttend
A07659,2,NotAttend
A07659,3,NotAttend
A07659,4,NotAttend
A07659,5,NotAttend
A07660,1,NotAttend
A07660,2,NotAttend
A07660,3,attend
A07660,4,NotAttend
A07660,5,NotAttend
A07661,1,NotAttend
A07661,2,NotAttend
A07661,3,NotAttend
A07661,4,NotAttend
A07661,5,NotAttend
A07662,1,NotAttend
A07662,2,attend
A07662,3,NotAttend
A07662,4,attend
A07662,5,NotAttend
A07663,1,NotAttend
A07663,2,NotAttend
A07663,3,attend
A07663,4,NotAttend
A07663,5,NotAttend
A07664,1,NotAttend
A07664,2,attend
A07664,3,NotAttend
A07664,4,NotAttend
A07664,5,NotAttend
A07665,1,NotAttend
A07665,2,NotAttend
A07665,3,NotAttend
A07665,4,NotAttend
A07665,5,attend
A07666,1,NotAttend
A07666,2,attend
A07666,3,NotAttend
A07666,4,NotAttend
A07666,5,NotAttend
A07667,1,attend
A07667,2,attend
A07667,3,attend
A07667,4,NotAttend
A07667,5,NotAttend
A07668,1,NotAttend
A07668,2,NotAttend
A07668,3,attend
A07668,4,NotAttend
A07668,5,NotAttend
A07669,1,NotAttend
A07669,2,NotAttend
A07669,3,NotAttend
A07669,4,NotAttend
A07669,5,NotAttend
A07670,1,NotAttend
A07670,2,attend
A07670,3,NotAttend
A07670,4,attend
A07670,5,NotAttend
A07671,1,NotAttend
A07671,2,NotAttend
A07671,3,NotAttend
A07671,4,NotAttend
A07671,5,NotAttend
A07672,1,NotAttend
A07672,2,NotAttend
A07672,3,NotAttend
A07672,4,NotAttend
A07672,5,NotAttend
A07673,1,NotAttend
A07673,2,NotAttend
A07673,3,attend
A07673,4,attend
A07673,5,NotAttend
A07674,1,NotAttend
A07674,2,NotAttend
A07674,3,NotAttend
A07674,4,NotAttend
A07674,5,NotAttend
A07675,1,NotAttend
A07675,2,NotAttend
A07675,3,attend
A07675,4,NotAttend
A07675,5,NotAttend
A07676,1,attend
A07676,2,NotAttend
A07676,3,NotAttend
A07676,4,NotAttend
A07676,5,NotAttend
A07677,1,NotAttend
A07677,2,NotAttend
A07677,3,NotAttend
A07677,4,NotAttend
A07677,5,NotAttend
A07678,1,NotAttend
A07678,2,NotAttend
A07678,3,attend
A07678,4,NotAttend
A07678,5,NotAttend
A07679,1,NotAttend
A07679,2,NotAttend
A07679,3,NotAttend
A07679,4,NotAttend
A07679,5,NotAttend
A07680,1,NotAttend
A07680,2,attend
A07680,3,NotAttend
A07680,4,attend
A07680,5,NotAttend
A07681,1,NotAttend
A07681,2,NotAttend
A07681,3,NotAttend
A07681,4,NotAttend
A07681,5,NotAttend
A07682,1,NotAttend
A07682,2,attend
A07682,3,attend
A07682,4,NotAttend
A07682,5,NotAttend
A07683,1,NotAttend
A07683,2,NotAttend
A07683,3,NotAttend
A07683,4,NotAttend
A07683,5,NotAttend
A07684,1,NotAttend
A07684,2,attend
A07684,3,NotAttend
A07684,4,NotAttend
A07684,5,NotAttend
A07685,1,NotAttend
A07685,2,attend
A07685,3,NotAttend
A07685,4,NotAttend
A07685,5,NotAttend
A07686,1,NotAttend
A07686,2,NotAttend
A07686,3,NotAttend
A07686,4,NotAttend
A07686,5,attend
A07687,1,NotAttend
A07687,2,NotAttend
A07687,3,NotAttend
A07687,4,NotAttend
A07687,5,NotAttend
A07688,1,NotAttend
A07688,2,NotAttend
A07688,3,NotAttend
A07688,4,NotAttend
A07688,5,attend
A07689,1,NotAttend
A07689,2,NotAttend
A07689,3,NotAttend
A07689,4,NotAttend
A07689,5,NotAttend
A07690,1,attend
A07690,2,NotAttend
A07690,3,NotAttend
A07690,4,NotAttend
A07690,5,NotAttend
A07691,1,NotAttend
A07691,2,NotAttend
A07691,3,NotAttend
A07691,4,attend
A07691,5,NotAttend
A07692,1,NotAttend
A07692,2,NotAttend
A07692,3,NotAttend
A07692,4,NotAttend
A07692,5,attend
A07693,1,NotAttend
A07693,2,NotAttend
A07693,3,NotAttend
A07693,4,NotAttend
A07693,5,NotAttend
A07694,1,NotAttend
A07694,2,NotAttend
A07694,3,NotAttend
A07694,4,NotAttend
A07694,5,NotAttend
A07695,1,NotAttend
A07695,2,NotAttend
A07695,3,NotAttend
A07695,4,NotAttend
A07695,5,NotAttend
A07696,1,NotAttend
A07696,2,NotAttend
A07696,3,NotAttend
A07696,4,NotAttend
A07696,5,NotAttend
A07697,1,NotAttend
A07697,2,NotAttend
A07697,3,attend
A07697,4,NotAttend
A07697,5,NotAttend
A07698,1,NotAttend
A07698,2,NotAttend
A07698,3,NotAttend
A07698,4,NotAttend
A07698,5,NotAttend
A07699,1,NotAttend
A07699,2,NotAttend
A07699,3,attend
A07699,4,NotAttend
A07699,5,NotAttend
A07700,1,NotAttend
A07700,2,NotAttend
A07700,3,NotAttend
A07700,4,NotAttend
A07700,5,NotAttend
A07701,1,NotAttend
A07701,2,attend
A07701,3,NotAttend
A07701,4,NotAttend
A07701,5,NotAttend
A07702,1,attend
A07702,2,NotAttend
A07702,3,NotAttend
A07702,4,NotAttend
A07702,5,NotAttend
A07703,1,NotAttend
A07703,2,NotAttend
A07703,3,NotAttend
A07703,4,NotAttend
A07703,5,NotAttend
A07704,1,attend
A07704,2,attend
A07704,3,NotAttend
A07704,4,NotAttend
A07704,5,attend
A07705,1,NotAttend
A07705,2,NotAttend
A07705,3,NotAttend
A07705,4,NotAttend
A07705,5,NotAttend
A07706,1,NotAttend
A07706,2,NotAttend
A07706,3,NotAttend
A07706,4,NotAttend
A07706,5,NotAttend
A07707,1,NotAttend
A07707,2,NotAttend
A07707,3,NotAttend
A07707,4,NotAttend
A07707,5,NotAttend
A07708,1,NotAttend
A07708,2,NotAttend
A07708,3,NotAttend
A07708,4,NotAttend
A07708,5,attend
A07709,1,NotAttend
A07709,2,NotAttend
A07709,3,NotAttend
A07709,4,NotAttend
A07709,5,NotAttend
A07710,1,NotAttend
A07710,2,NotAttend
A07710,3,NotAttend
A07710,4,NotAttend
A07710,5,NotAttend
A07711,1,NotAttend
A07711,2,NotAttend
A07711,3,NotAttend
A07711,4,NotAttend
A07711,5,NotAttend
A07712,1,NotAttend
A07712,2,NotAttend
A07712,3,NotAttend
A07712,4,NotAttend
A07712,5,NotAttend
A07713,1,NotAttend
A07713,2,NotAttend
A07713,3,NotAttend
A07713,4,NotAttend
A07713,5,NotAttend
A07714,1,NotAttend
A07714,2,NotAttend
A07714,3,NotAttend
A07714,4,NotAttend
A07714,5,NotAttend
A07715,1,NotAttend
A07715,2,NotAttend
A07715,3,attend
A07715,4,NotAttend
A07715,5,NotAttend
A07716,1,NotAttend
A07716,2,NotAttend
A07716,3,NotAttend
A07716,4,NotAttend
A07716,5,NotAttend
A07717,1,NotAttend
A07717,2,NotAttend
A07717,3,NotAttend
A07717,4,NotAttend
A07717,5,attend
A07718,1,NotAttend
A07718,2,NotAttend
A07718,3,attend
A07718,4,NotAttend
A07718,5,NotAttend
A07719,1,attend
A07719,2,NotAttend
A07719,3,NotAttend
A07719,4,NotAttend
A07719,5,NotAttend
A07720,1,NotAttend
A07720,2,NotAttend
A07720,3,NotAttend
A07720,4,NotAttend
A07720,5,NotAttend
A07721,1,NotAttend
A07721,2,NotAttend
A07721,3,NotAttend
A07721,4,NotAttend
A07721,5,NotAttend
A07722,1,NotAttend
A07722,2,NotAttend
A07722,3,attend
A07722,4,NotAttend
A07722,5,NotAttend
A07723,1,NotAttend
A07723,2,NotAttend
A07723,3,attend
A07723,4,NotAttend
A07723,5,NotAttend
A07724,1,attend
A07724,2,attend
A07724,3,NotAttend
A07724,4,NotAttend
A07724,5,NotAttend
A07725,1,NotAttend
A07725,2,NotAttend
A07725,3,NotAttend
A07725,4,NotAttend
A07725,5,attend
A07726,1,NotAttend
A07726,2,NotAttend
A07726,3,NotAttend
A07726,4,NotAttend
A07726,5,NotAttend
A07727,1,NotAttend
A07727,2,NotAttend
A07727,3,attend
A07727,4,attend
A07727,5,attend
A07728,1,NotAttend
A07728,2,NotAttend
A07728,3,NotAttend
A07728,4,NotAttend
A07728,5,NotAttend
A07729,1,NotAttend
A07729,2,NotAttend
A07729,3,NotAttend
A07729,4,NotAttend
A07729,5,NotAttend
A07730,1,attend
A07730,2,attend
A07730,3,attend
A07730,4,NotAttend
A07730,5,NotAttend
A07731,1,NotAttend
A07731,2,NotAttend
A07731,3,NotAttend
A07731,4,NotAttend
A07731,5,NotAttend
A07732,1,NotAttend
A07732,2,attend
A07732,3,NotAttend
A07732,4,NotAttend
A07732,5,NotAttend
A07733,1,attend
A07733,2,NotAttend
A07733,3,NotAttend
A07733,4,NotAttend
A07733,5,attend
A07734,1,NotAttend
A07734,2,NotAttend
A07734,3,attend
A07734,4,NotAttend
A07734,5,NotAttend
A07735,1,NotAttend
A07735,2,NotAttend
A07735,3,NotAttend
A07735,4,NotAttend
A07735,5,NotAttend
A07736,1,NotAttend
A07736,2,attend
A07736,3,attend
A07736,4,NotAttend
A07736,5,attend
A07737,1,NotAttend
A07737,2,attend
A07737,3,attend
A07737,4,NotAttend
A07737,5,NotAttend
A07738,1,NotAttend
A07738,2,attend
A07738,3,NotAttend
A07738,4,NotAttend
A07738,5,NotAttend
A07739,1,NotAttend
A07739,2,NotAttend
A07739,3,NotAttend
A07739,4,NotAttend
A07739,5,NotAttend
A07740,1,NotAttend
A07740,2,attend
A07740,3,NotAttend
A07740,4,NotAttend
A07740,5,NotAttend
A07741,1,NotAttend
A07741,2,NotAttend
A07741,3,attend
A07741,4,NotAttend
A07741,5,NotAttend
A07742,1,NotAttend
A07742,2,NotAttend
A07742,3,NotAttend
A07742,4,attend
A07742,5,attend
A07743,1,NotAttend
A07743,2,NotAttend
A07743,3,NotAttend
A07743,4,NotAttend
A07743,5,NotAttend
A07744,1,NotAttend
A07744,2,NotAttend
A07744,3,NotAttend
A07744,4,attend
A07744,5,NotAttend
A07745,1,NotAttend
A07745,2,NotAttend
A07745,3,NotAttend
A07745,4,NotAttend
A07745,5,NotAttend
A07746,1,NotAttend
A07746,2,NotAttend
A07746,3,NotAttend
A07746,4,NotAttend
A07746,5,NotAttend
A07747,1,NotAttend
A07747,2,NotAttend
A07747,3,NotAttend
A07747,4,NotAttend
A07747,5,NotAttend
A07748,1,NotAttend
A07748,2,NotAttend
A07748,3,NotAttend
A07748,4,NotAttend
A07748,5,NotAttend
A07749,1,NotAttend
A07749,2,NotAttend
A07749,3,attend
A07749,4,NotAttend
A07749,5,NotAttend
A07750,1,NotAttend
A07750,2,NotAttend
A07750,3,NotAttend
A07750,4,NotAttend
A07750,5,NotAttend
A07751,1,attend
A07751,2,attend
A07751,3,NotAttend
A07751,4,NotAttend
A07751,5,NotAttend
A07752,1,NotAttend
A07752,2,NotAttend
A07752,3,NotAttend
A07752,4,attend
A07752,5,NotAttend
A07753,1,NotAttend
A07753,2,NotAttend
A07753,3,NotAttend
A07753,4,NotAttend
A07753,5,attend
A07754,1,NotAttend
A07754,2,NotAttend
A07754,3,NotAttend
A07754,4,NotAttend
A07754,5,attend
A07755,1,NotAttend
A07755,2,NotAttend
A07755,3,NotAttend
A07755,4,attend
A07755,5,NotAttend
A07756,1,NotAttend
A07756,2,NotAttend
A07756,3,NotAttend
A07756,4,attend
A07756,5,NotAttend
A07757,1,NotAttend
A07757,2,NotAttend
A07757,3,attend
A07757,4,NotAttend
A07757,5,NotAttend
A07758,1,NotAttend
A07758,2,NotAttend
A07758,3,NotAttend
A07758,4,attend
A07758,5,NotAttend
A07759,1,NotAttend
A07759,2,NotAttend
A07759,3,NotAttend
A07759,4,NotAttend
A07759,5,NotAttend
A07760,1,attend
A07760,2,NotAttend
A07760,3,NotAttend
A07760,4,attend
A07760,5,NotAttend
A07761,1,NotAttend
A07761,2,attend
A07761,3,NotAttend
A07761,4,NotAttend
A07761,5,NotAttend
A07762,1,NotAttend
A07762,2,NotAttend
A07762,3,NotAttend
A07762,4,NotAttend
A07762,5,NotAttend
A07763,1,attend
A07763,2,NotAttend
A07763,3,NotAttend
A07763,4,NotAttend
A07763,5,attend
A07764,1,NotAttend
A07764,2,NotAttend
A07764,3,NotAttend
A07764,4,NotAttend
A07764,5,NotAttend
A07765,1,NotAttend
A07765,2,NotAttend
A07765,3,attend
A07765,4,attend
A07765,5,NotAttend
A07766,1,NotAttend
A07766,2,NotAttend
A07766,3,NotAttend
A07766,4,NotAttend
A07766,5,NotAttend
A07767,1,attend
A07767,2,NotAttend
A07767,3,attend
A07767,4,NotAttend
A07767,5,NotAttend
A07768,1,NotAttend
A07768,2,NotAttend
A07768,3,NotAttend
A07768,4,NotAttend
A07768,5,NotAttend
A07769,1,NotAttend
A07769,2,NotAttend
A07769,3,NotAttend
A07769,4,NotAttend
A07769,5,NotAttend
A07770,1,NotAttend
A07770,2,NotAttend
A07770,3,NotAttend
A07770,4,NotAttend
A07770,5,NotAttend
A07771,1,NotAttend
A07771,2,NotAttend
A07771,3,NotAttend
A07771,4,NotAttend
A07771,5,NotAttend
A07772,1,NotAttend
A07772,2,NotAttend
A07772,3,NotAttend
A07772,4,NotAttend
A07772,5,NotAttend
A07773,1,NotAttend
A07773,2,NotAttend
A07773,3,attend
A07773,4,NotAttend
A07773,5,NotAttend
A07774,1,NotAttend
A07774,2,NotAttend
A07774,3,NotAttend
A07774,4,NotAttend
A07774,5,NotAttend
A07775,1,NotAttend
A07775,2,NotAttend
A07775,3,NotAttend
A07775,4,NotAttend
A07775,5,NotAttend
A07776,1,NotAttend
A07776,2,attend
A07776,3,NotAttend
A07776,4,NotAttend
A07776,5,NotAttend
A07777,1,NotAttend
A07777,2,NotAttend
A07777,3,NotAttend
A07777,4,NotAttend
A07777,5,NotAttend
A07778,1,NotAttend
A07778,2,NotAttend
A07778,3,NotAttend
A07778,4,NotAttend
A07778,5,NotAttend
A07779,1,NotAttend
A07779,2,NotAttend
A07779,3,NotAttend
A07779,4,NotAttend
A07779,5,attend
A07780,1,NotAttend
A07780,2,NotAttend
A07780,3,NotAttend
A07780,4,NotAttend
A07780,5,NotAttend
A07781,1,NotAttend
A07781,2,NotAttend
A07781,3,NotAttend
A07781,4,NotAttend
A07781,5,NotAttend
A07782,1,NotAttend
A07782,2,NotAttend
A07782,3,NotAttend
A07782,4,attend
A07782,5,NotAttend
A07783,1,NotAttend
A07783,2,NotAttend
A07783,3,NotAttend
A07783,4,NotAttend
A07783,5,NotAttend
A07784,1,NotAttend
A07784,2,NotAttend
A07784,3,NotAttend
A07784,4,NotAttend
A07784,5,NotAttend
A07785,1,NotAttend
A07785,2,NotAttend
A07785,3,attend
A07785,4,NotAttend
A07785,5,NotAttend
A07786,1,NotAttend
A07786,2,NotAttend
A07786,3,NotAttend
A07786,4,NotAttend
A07786,5,NotAttend
A07787,1,NotAttend
A07787,2,NotAttend
A07787,3,NotAttend
A07787,4,attend
A07787,5,NotAttend
A07788,1,NotAttend
A07788,2,NotAttend
A07788,3,NotAttend
A07788,4,NotAttend
A07788,5,NotAttend
A07789,1,NotAttend
A07789,2,attend
A07789,3,NotAttend
A07789,4,NotAttend
A07789,5,attend
A07790,1,NotAttend
A07790,2,attend
A07790,3,NotAttend
A07790,4,NotAttend
A07790,5,NotAttend
A07791,1,NotAttend
A07791,2,attend
A07791,3,NotAttend
A07791,4,NotAttend
A07791,5,NotAttend
A07792,1,NotAttend
A07792,2,attend
A07792,3,NotAttend
A07792,4,NotAttend
A07792,5,NotAttend
A07793,1,NotAttend
A07793,2,NotAttend
A07793,3,attend
A07793,4,NotAttend
A07793,5,NotAttend
A07794,1,NotAttend
A07794,2,NotAttend
A07794,3,NotAttend
A07794,4,NotAttend
A07794,5,NotAttend
A07795,1,NotAttend
A07795,2,NotAttend
A07795,3,attend
A07795,4,NotAttend
A07795,5,NotAttend
A07796,1,NotAttend
A07796,2,NotAttend
A07796,3,NotAttend
A07796,4,NotAttend
A07796,5,NotAttend
A07797,1,NotAttend
A07797,2,NotAttend
A07797,3,NotAttend
A07797,4,NotAttend
A07797,5,NotAttend
A07798,1,NotAttend
A07798,2,attend
A07798,3,NotAttend
A07798,4,NotAttend
A07798,5,NotAttend
A07799,1,NotAttend
A07799,2,NotAttend
A07799,3,NotAttend
A07799,4,NotAttend
A07799,5,NotAttend
A07800,1,NotAttend
A07800,2,attend
A07800,3,NotAttend
A07800,4,attend
A07800,5,NotAttend
A07801,1,NotAttend
A07801,2,NotAttend
A07801,3,NotAttend
A07801,4,NotAttend
A07801,5,NotAttend
A07802,1,NotAttend
A07802,2,NotAttend
A07802,3,NotAttend
A07802,4,NotAttend
A07802,5,NotAttend
A07803,1,attend
A07803,2,NotAttend
A07803,3,attend
A07803,4,NotAttend
A07803,5,NotAttend
A07804,1,NotAttend
A07804,2,NotAttend
A07804,3,NotAttend
A07804,4,NotAttend
A07804,5,NotAttend
A07805,1,NotAttend
A07805,2,NotAttend
A07805,3,NotAttend
A07805,4,NotAttend
A07805,5,NotAttend
A07806,1,NotAttend
A07806,2,NotAttend
A07806,3,NotAttend
A07806,4,NotAttend
A07806,5,NotAttend
A07807,1,NotAttend
A07807,2,NotAttend
A07807,3,NotAttend
A07807,4,NotAttend
A07807,5,NotAttend
A07808,1,NotAttend
A07808,2,NotAttend
A07808,3,NotAttend
A07808,4,NotAttend
A07808,5,NotAttend
A07809,1,NotAttend
A07809,2,attend
A07809,3,NotAttend
A07809,4,NotAttend
A07809,5,NotAttend
A07810,1,NotAttend
A07810,2,NotAttend
A07810,3,NotAttend
A07810,4,NotAttend
A07810,5,attend
A07811,1,NotAttend
A07811,2,NotAttend
A07811,3,NotAttend
A07811,4,NotAttend
A07811,5,NotAttend
A07812,1,NotAttend
A07812,2,NotAttend
A07812,3,NotAttend
A07812,4,NotAttend
A07812,5,NotAttend
A07813,1,NotAttend
A07813,2,attend
A07813,3,NotAttend
A07813,4,NotAttend
A07813,5,NotAttend
A07814,1,NotAttend
A07814,2,NotAttend
A07814,3,NotAttend
A07814,4,attend
A07814,5,NotAttend
A07815,1,NotAttend
A07815,2,NotAttend
A07815,3,NotAttend
A07815,4,attend
A07815,5,NotAttend
A07816,1,NotAttend
A07816,2,attend
A07816,3,NotAttend
A07816,4,attend
A07816,5,attend
A07817,1,NotAttend
A07817,2,NotAttend
A07817,3,NotAttend
A07817,4,NotAttend
A07817,5,NotAttend
A07818,1,NotAttend
A07818,2,NotAttend
A07818,3,NotAttend
A07818,4,NotAttend
A07818,5,NotAttend
A07819,1,NotAttend
A07819,2,NotAttend
A07819,3,NotAttend
A07819,4,attend
A07819,5,NotAttend
A07820,1,NotAttend
A07820,2,NotAttend
A07820,3,NotAttend
A07820,4,NotAttend
A07820,5,NotAttend
A07821,1,NotAttend
A07821,2,NotAttend
A07821,3,NotAttend
A07821,4,NotAttend
A07821,5,attend
A07822,1,NotAttend
A07822,2,NotAttend
A07822,3,NotAttend
A07822,4,NotAttend
A07822,5,NotAttend
A07823,1,NotAttend
A07823,2,NotAttend
A07823,3,NotAttend
A07823,4,NotAttend
A07823,5,NotAttend
A07824,1,NotAttend
A07824,2,NotAttend
A07824,3,NotAttend
A07824,4,NotAttend
A07824,5,NotAttend
A07825,1,NotAttend
A07825,2,NotAttend
A07825,3,NotAttend
A07825,4,NotAttend
A07825,5,attend
A07826,1,NotAttend
A07826,2,NotAttend
A07826,3,NotAttend
A07826,4,NotAttend
A07826,5,NotAttend
A07827,1,NotAttend
A07827,2,NotAttend
A07827,3,NotAttend
A07827,4,attend
A07827,5,NotAttend
A07828,1,NotAttend
A07828,2,NotAttend
A07828,3,NotAttend
A07828,4,NotAttend
A07828,5,NotAttend
A07829,1,attend
A07829,2,attend
A07829,3,attend
A07829,4,NotAttend
A07829,5,NotAttend
A07830,1,NotAttend
A07830,2,NotAttend
A07830,3,NotAttend
A07830,4,NotAttend
A07830,5,NotAttend
A07831,1,NotAttend
A07831,2,NotAttend
A07831,3,NotAttend
A07831,4,NotAttend
A07831,5,NotAttend
A07832,1,NotAttend
A07832,2,NotAttend
A07832,3,NotAttend
A07832,4,NotAttend
A07832,5,NotAttend
A07833,1,attend
A07833,2,NotAttend
A07833,3,NotAttend
A07833,4,attend
A07833,5,NotAttend
A07834,1,NotAttend
A07834,2,NotAttend
A07834,3,NotAttend
A07834,4,NotAttend
A07834,5,attend
A07835,1,NotAttend
A07835,2,NotAttend
A07835,3,NotAttend
A07835,4,NotAttend
A07835,5,NotAttend
A07836,1,NotAttend
A07836,2,NotAttend
A07836,3,NotAttend
A07836,4,NotAttend
A07836,5,attend
A07837,1,NotAttend
A07837,2,NotAttend
A07837,3,attend
A07837,4,NotAttend
A07837,5,NotAttend
A07838,1,NotAttend
A07838,2,NotAttend
A07838,3,NotAttend
A07838,4,attend
A07838,5,NotAttend
A07839,1,NotAttend
A07839,2,NotAttend
A07839,3,NotAttend
A07839,4,NotAttend
A07839,5,NotAttend
A07840,1,NotAttend
A07840,2,NotAttend
A07840,3,attend
A07840,4,NotAttend
A07840,5,NotAttend
A07841,1,NotAttend
A07841,2,NotAttend
A07841,3,NotAttend
A07841,4,NotAttend
A07841,5,NotAttend
A07842,1,NotAttend
A07842,2,attend
A07842,3,attend
A07842,4,NotAttend
A07842,5,NotAttend
A07843,1,NotAttend
A07843,2,NotAttend
A07843,3,NotAttend
A07843,4,NotAttend
A07843,5,attend
A07844,1,NotAttend
A07844,2,NotAttend
A07844,3,attend
A07844,4,NotAttend
A07844,5,NotAttend
A07845,1,NotAttend
A07845,2,attend
A07845,3,NotAttend
A07845,4,NotAttend
A07845,5,NotAttend
A07846,1,NotAttend
A07846,2,NotAttend
A07846,3,NotAttend
A07846,4,NotAttend
A07846,5,NotAttend
A07847,1,NotAttend
A07847,2,NotAttend
A07847,3,attend
A07847,4,NotAttend
A07847,5,NotAttend
A07848,1,NotAttend
A07848,2,NotAttend
A07848,3,NotAttend
A07848,4,NotAttend
A07848,5,attend
A07849,1,NotAttend
A07849,2,attend
A07849,3,attend
A07849,4,NotAttend
A07849,5,NotAttend
A07850,1,NotAttend
A07850,2,NotAttend
A07850,3,NotAttend
A07850,4,NotAttend
A07850,5,NotAttend
A07851,1,NotAttend
A07851,2,NotAttend
A07851,3,NotAttend
A07851,4,NotAttend
A07851,5,NotAttend
A07852,1,NotAttend
A07852,2,NotAttend
A07852,3,NotAttend
A07852,4,NotAttend
A07852,5,NotAttend
A07853,1,NotAttend
A07853,2,NotAttend
A07853,3,NotAttend
A07853,4,NotAttend
A07853,5,NotAttend
A07854,1,attend
A07854,2,NotAttend
A07854,3,NotAttend
A07854,4,NotAttend
A07854,5,NotAttend
A07855,1,NotAttend
A07855,2,NotAttend
A07855,3,NotAttend
A07855,4,NotAttend
A07855,5,NotAttend
A07856,1,attend
A07856,2,NotAttend
A07856,3,NotAttend
A07856,4,NotAttend
A07856,5,NotAttend
A07857,1,NotAttend
A07857,2,NotAttend
A07857,3,NotAttend
A07857,4,NotAttend
A07857,5,NotAttend
A07858,1,NotAttend
A07858,2,NotAttend
A07858,3,NotAttend
A07858,4,NotAttend
A07858,5,NotAttend
A07859,1,NotAttend
A07859,2,NotAttend
A07859,3,NotAttend
A07859,4,NotAttend
A07859,5,NotAttend
A07860,1,NotAttend
A07860,2,attend
A07860,3,attend
A07860,4,NotAttend
A07860,5,NotAttend
A07861,1,NotAttend
A07861,2,NotAttend
A07861,3,NotAttend
A07861,4,NotAttend
A07861,5,NotAttend
A07862,1,NotAttend
A07862,2,NotAttend
A07862,3,NotAttend
A07862,4,NotAttend
A07862,5,NotAttend
A07863,1,NotAttend
A07863,2,NotAttend
A07863,3,NotAttend
A07863,4,NotAttend
A07863,5,NotAttend
A07864,1,NotAttend
A07864,2,NotAttend
A07864,3,NotAttend
A07864,4,attend
A07864,5,NotAttend
A07865,1,attend
A07865,2,NotAttend
A07865,3,NotAttend
A07865,4,NotAttend
A07865,5,attend
A07866,1,NotAttend
A07866,2,NotAttend
A07866,3,NotAttend
A07866,4,NotAttend
A07866,5,NotAttend
A07867,1,NotAttend
A07867,2,NotAttend
A07867,3,NotAttend
A07867,4,NotAttend
A07867,5,NotAttend
A07868,1,NotAttend
A07868,2,attend
A07868,3,NotAttend
A07868,4,NotAttend
A07868,5,NotAttend
A07869,1,attend
A07869,2,NotAttend
A07869,3,NotAttend
A07869,4,attend
A07869,5,NotAttend
A07870,1,NotAttend
A07870,2,NotAttend
A07870,3,NotAttend
A07870,4,NotAttend
A07870,5,NotAttend
A07871,1,NotAttend
A07871,2,NotAttend
A07871,3,attend
A07871,4,attend
A07871,5,attend
A07872,1,NotAttend
A07872,2,NotAttend
A07872,3,NotAttend
A07872,4,NotAttend
A07872,5,NotAttend
A07873,1,NotAttend
A07873,2,NotAttend
A07873,3,NotAttend
A07873,4,NotAttend
A07873,5,NotAttend
A07874,1,attend
A07874,2,NotAttend
A07874,3,NotAttend
A07874,4,NotAttend
A07874,5,NotAttend
A07875,1,NotAttend
A07875,2,NotAttend
A07875,3,NotAttend
A07875,4,NotAttend
A07875,5,NotAttend
A07876,1,NotAttend
A07876,2,attend
A07876,3,NotAttend
A07876,4,NotAttend
A07876,5,NotAttend
A07877,1,NotAttend
A07877,2,NotAttend
A07877,3,NotAttend
A07877,4,NotAttend
A07877,5,NotAttend
A07878,1,NotAttend
A07878,2,NotAttend
A07878,3,NotAttend
A07878,4,NotAttend
A07878,5,NotAttend
A07879,1,NotAttend
A07879,2,NotAttend
A07879,3,NotAttend
A07879,4,NotAttend
A07879,5,NotAttend
A07880,1,NotAttend
A07880,2,NotAttend
A07880,3,NotAttend
A07880,4,NotAttend
A07880,5,NotAttend
A07881,1,NotAttend
A07881,2,NotAttend
A07881,3,NotAttend
A07881,4,NotAttend
A07881,5,NotAttend
A07882,1,NotAttend
A07882,2,NotAttend
