person_number,year,walk
A00242,5,NotAttend
A00243,1,NotAttend
A00243,2,NotAttend
A00243,3,NotAttend
A00243,4,NotAttend
A00243,5,NotAttend
A00244,1,attend
A00244,2,NotAttend
A00244,3,NotAttend
A00244,4,NotAttend
A00244,5,NotAttend
A00245,1,NotAttend
A00245,2,attend
A00245,3,attend
A00245,4,NotAttend
A00245,5,NotAttend
A00246,1,NotAttend
A00246,2,NotAttend
A00246,3,NotAttend
A00246,4,NotAttend
A00246,5,attend
A00247,1,NotAttend
A00247,2,NotAttend
A00247,3,NotAttend
A00247,4,attend
A00247,5,attend
A00248,1,NotAttend
A00248,2,NotAttend
A00248,3,NotAttend
A00248,4,NotAttend
A00248,5,NotAttend
A00249,1,NotAttend
A00249,2,NotAttend
A00249,3,NotAttend
A00249,4,attend
A00249,5,NotAttend
A00250,1,NotAttend
A00250,2,NotAttend
A00250,3,NotAttend
A00250,4,NotAttend
A00250,5,NotAttend
A00251,1,attend
A00251,2,attend
A00251,3,attend
A00251,4,NotAttend
A00251,5,NotAttend
A00252,1,attend
A00252,2,NotAttend
A00252,3,NotAttend
A00252,4,NotAttend
A00252,5,NotAttend
A00253,1,NotAttend
A00253,2,NotAttend
A00253,3,NotAttend
A00253,4,attend
A00253,5,NotAttend
A00254,1,NotAttend
A00254,2,NotAttend
A00254,3,NotAttend
A00254,4,NotAttend
A00254,5,NotAttend
A00255,1,NotAttend
A00255,2,NotAttend
A00255,3,NotAttend
A00255,4,NotAttend
A00255,5,NotAttend
A00256,1,NotAttend
A00256,2,NotAttend
A00256,3,NotAttend
A00256,4,NotAttend
A00256,5,NotAttend
A00257,1,NotAttend
A00257,2,NotAttend
A00257,3,NotAttend
A00257,4,attend
A00257,5,NotAttend
A00258,1,NotAttend
A00258,2,attend
A00258,3,attend
A00258,4,NotAttend
A00258,5,NotAttend
A00259,1,NotAttend
A00259,2,NotAttend
A00259,3,NotAttend
A00259,4,NotAttend
A00259,5,NotAttend
A00260,1,NotAttend
A00260,2,NotAttend
A00260,3,NotAttend
A00260,4,NotAttend
A00260,5,NotAttend
A00261,1,NotAttend
A00261,2,NotAttend
A00261,3,NotAttend
A00261,4,NotAttend
A00261,5,attend
A00262,1,NotAttend
A00262,2,attend
A00262,3,NotAttend
A00262,4,NotAttend
A00262,5,NotAttend
A00263,1,NotAttend
A00263,2,attend
A00263,3,NotAttend
A00263,4,NotAttend
A00263,5,NotAttend
A00264,1,NotAttend
A00264,2,NotAttend
A00264,3,NotAttend
A00264,4,NotAttend
A00264,5,NotAttend
A00265,1,NotAttend
A00265,2,NotAttend
A00265,3,NotAttend
A00265,4,NotAttend
A00265,5,NotAttend
A00266,1,NotAttend
A00266,2,NotAttend
A00266,3,NotAttend
A00266,4,attend
A00266,5,NotAttend
A00267,1,attend
A00267,2,attend
A00267,3,attend
A00267,4,attend
A00267,5,NotAttend
A00268,1,attend
A00268,2,NotAttend
A00268,3,NotAttend
A00268,4,NotAttend
A00268,5,attend
A00269,1,attend
A00269,2,NotAttend
A00269,3,NotAttend
A00269,4,NotAttend
A00269,5,NotAttend
A00270,1,NotAttend
A00270,2,NotAttend
A00270,3,NotAttend
A00270,4,NotAttend
A00270,5,NotAttend
A00271,1,NotAttend
A00271,2,NotAttend
A00271,3,NotAttend
A00271,4,NotAttend
A00271,5,NotAttend
A00272,1,NotAttend
A00272,2,NotAttend
A00272,3,NotAttend
A00272,4,NotAttend
A00272,5,NotAttend
A00273,1,attend
A00273,2,NotAttend
A00273,3,NotAttend
A00273,4,NotAttend
A00273,5,NotAttend
A00274,1,NotAttend
A00274,2,NotAttend
A00274,3,NotAttend
A00274,4,NotAttend
A00274,5,NotAttend
A00275,1,NotAttend
A00275,2,NotAttend
A00275,3,NotAttend
A00275,4,attend
A00275,5,NotAttend
A00276,1,NotAttend
A00276,2,NotAttend
A00276,3,NotAttend
A00276,4,NotAttend
A00276,5,NotAttend
A00277,1,NotAttend
A00277,2,NotAttend
A00277,3,NotAttend
A00277,4,NotAttend
A00277,5,NotAttend
A00278,1,attend
A00278,2,attend
A00278,3,NotAttend
A00278,4,NotAttend
A00278,5,NotAttend
A00279,1,NotAttend
A00279,2,NotAttend
A00279,3,attend
A00279,4,attend
A00279,5,attend
A00280,1,NotAttend
A00280,2,NotAttend
A00280,3,NotAttend
A00280,4,NotAttend
A00280,5,NotAttend
A00281,1,NotAttend
A00281,2,NotAttend
A00281,3,NotAttend
A00281,4,NotAttend
A00281,5,NotAttend
A00282,1,attend
A00282,2,NotAttend
A00282,3,NotAttend
A00282,4,NotAttend
A00282,5,NotAttend
A00283,1,attend
A00283,2,NotAttend
A00283,3,NotAttend
A00283,4,NotAttend
A00283,5,NotAttend
A00284,1,NotAttend
A00284,2,NotAttend
A00284,3,NotAttend
A00284,4,NotAttend
A00284,5,NotAttend
A00285,1,NotAttend
A00285,2,NotAttend
A00285,3,NotAttend
A00285,4,NotAttend
A00285,5,NotAttend
A00286,1,NotAttend
A00286,2,NotAttend
A00286,3,NotAttend
A00286,4,NotAttend
A00286,5,NotAttend
A00287,1,NotAttend
A00287,2,NotAttend
A00287,3,NotAttend
A00287,4,NotAttend
A00287,5,NotAttend
A00288,1,NotAttend
A00288,2,NotAttend
A00288,3,NotAttend
A00288,4,NotAttend
A00288,5,NotAttend
A00289,1,NotAttend
A00289,2,NotAttend
A00289,3,attend
A00289,4,NotAttend
A00289,5,NotAttend
A00290,1,NotAttend
A00290,2,NotAttend
A00290,3,NotAttend
A00290,4,NotAttend
A00290,5,NotAttend
A00291,1,NotAttend
A00291,2,NotAttend
A00291,3,attend
A00291,4,NotAttend
A00291,5,attend
A00292,1,NotAttend
A00292,2,NotAttend
A00292,3,NotAttend
A00292,4,NotAttend
A00292,5,NotAttend
A00293,1,NotAttend
A00293,2,attend
A00293,3,NotAttend
A00293,4,NotAttend
A00293,5,NotAttend
A00294,1,NotAttend
A00294,2,NotAttend
A00294,3,NotAttend
A00294,4,NotAttend
A00294,5,NotAttend
A00295,1,NotAttend
A00295,2,NotAttend
A00295,3,NotAttend
A00295,4,NotAttend
A00295,5,NotAttend
A00296,1,NotAttend
A00296,2,NotAttend
A00296,3,NotAttend
A00296,4,NotAttend
A00296,5,NotAttend
A00297,1,NotAttend
A00297,2,NotAttend
A00297,3,NotAttend
A00297,4,attend
A00297,5,NotAttend
A00298,1,NotAttend
A00298,2,attend
A00298,3,NotAttend
A00298,4,attend
A00298,5,attend
A00299,1,attend
A00299,2,NotAttend
A00299,3,NotAttend
A00299,4,NotAttend
A00299,5,NotAttend
A00300,1,attend
A00300,2,NotAttend
A00300,3,NotAttend
A00300,4,NotAttend
A00300,5,NotAttend
A00301,1,NotAttend
A00301,2,NotAttend
A00301,3,NotAttend
A00301,4,NotAttend
A00301,5,NotAttend
A00302,1,NotAttend
A00302,2,NotAttend
A00302,3,NotAttend
A00302,4,NotAttend
A00302,5,NotAttend
A00303,1,NotAttend
A00303,2,NotAttend
A00303,3,NotAttend
A00303,4,NotAttend
A00303,5,NotAttend
A00304,1,NotAttend
A00304,2,NotAttend
A00304,3,NotAttend
A00304,4,NotAttend
A00304,5,NotAttend
A00305,1,NotAttend
A00305,2,NotAttend
A00305,3,NotAttend
A00305,4,attend
A00305,5,NotAttend
A00306,1,NotAttend
A00306,2,NotAttend
A00306,3,attend
A00306,4,NotAttend
A00306,5,NotAttend
A00307,1,attend
A00307,2,NotAttend
A00307,3,NotAttend
A00307,4,attend
A00307,5,NotAttend
A00308,1,attend
A00308,2,attend
A00308,3,NotAttend
A00308,4,attend
A00308,5,NotAttend
A00309,1,NotAttend
A00309,2,NotAttend
A00309,3,NotAttend
A00309,4,NotAttend
A00309,5,NotAttend
A00310,1,NotAttend
A00310,2,NotAttend
A00310,3,NotAttend
A00310,4,NotAttend
A00310,5,NotAttend
A00311,1,attend
A00311,2,NotAttend
A00311,3,NotAttend
A00311,4,NotAttend
A00311,5,NotAttend
A00312,1,attend
A00312,2,NotAttend
A00312,3,NotAttend
A00312,4,attend
A00312,5,NotAttend
A00313,1,NotAttend
A00313,2,NotAttend
A00313,3,NotAttend
A00313,4,NotAttend
A00313,5,NotAttend
A00314,1,NotAttend
A00314,2,NotAttend
A00314,3,NotAttend
A00314,4,NotAttend
A00314,5,NotAttend
A00315,1,NotAttend
A00315,2,attend
A00315,3,NotAttend
A00315,4,attend
A00315,5,NotAttend
A00316,1,NotAttend
A00316,2,NotAttend
A00316,3,NotAttend
A00316,4,NotAttend
A00316,5,NotAttend
A00317,1,NotAttend
A00317,2,NotAttend
A00317,3,NotAttend
A00317,4,NotAttend
A00317,5,NotAttend
A00318,1,NotAttend
A00318,2,NotAttend
A00318,3,NotAttend
A00318,4,NotAttend
A00318,5,NotAttend
A00319,1,NotAttend
A00319,2,NotAttend
A00319,3,NotAttend
A00319,4,NotAttend
A00319,5,NotAttend
A00320,1,attend
A00320,2,NotAttend
A00320,3,NotAttend
A00320,4,attend
A00320,5,NotAttend
A00321,1,NotAttend
A00321,2,NotAttend
A00321,3,NotAttend
A00321,4,NotAttend
A00321,5,NotAttend
A00322,1,NotAttend
A00322,2,NotAttend
A00322,3,NotAttend
A00322,4,NotAttend
A00322,5,NotAttend
A00323,1,NotAttend
A00323,2,NotAttend
A00323,3,NotAttend
A00323,4,attend
A00323,5,NotAttend
A00324,1,NotAttend
A00324,2,NotAttend
A00324,3,NotAttend
A00324,4,NotAttend
A00324,5,NotAttend
A00325,1,NotAttend
A00325,2,NotAttend
A00325,3,NotAttend
A00325,4,NotAttend
A00325,5,NotAttend
A00326,1,NotAttend
A00326,2,NotAttend
A00326,3,NotAttend
A00326,4,NotAttend
A00326,5,attend
A00327,1,NotAttend
A00327,2,attend
A00327,3,NotAttend
A00327,4,NotAttend
A00327,5,NotAttend
A00328,1,NotAttend
A00328,2,NotAttend
A00328,3,NotAttend
A00328,4,NotAttend
A00328,5,attend
A00329,1,NotAttend
A00329,2,NotAttend
A00329,3,NotAttend
A00329,4,NotAttend
A00329,5,NotAttend
A00330,1,NotAttend
A00330,2,attend
A00330,3,NotAttend
A00330,4,NotAttend
A00330,5,NotAttend
A00331,1,NotAttend
A00331,2,NotAttend
A00331,3,attend
A00331,4,attend
A00331,5,attend
A00332,1,attend
A00332,2,NotAttend
A00332,3,NotAttend
A00332,4,NotAttend
A00332,5,NotAttend
A00333,1,attend
A00333,2,NotAttend
A00333,3,NotAttend
A00333,4,attend
A00333,5,NotAttend
A00334,1,NotAttend
A00334,2,NotAttend
A00334,3,NotAttend
A00334,4,NotAttend
A00334,5,NotAttend
A00335,1,NotAttend
A00335,2,NotAttend
A00335,3,NotAttend
A00335,4,NotAttend
A00335,5,NotAttend
A00336,1,NotAttend
A00336,2,NotAttend
A00336,3,NotAttend
A00336,4,NotAttend
A00336,5,NotAttend
A00337,1,NotAttend
A00337,2,NotAttend
A00337,3,NotAttend
A00337,4,attend
A00337,5,attend
A00338,1,attend
A00338,2,NotAttend
A00338,3,NotAttend
A00338,4,NotAttend
A00338,5,NotAttend
A00339,1,NotAttend
A00339,2,NotAttend
A00339,3,NotAttend
A00339,4,NotAttend
A00339,5,NotAttend
A00340,1,NotAttend
A00340,2,attend
A00340,3,NotAttend
A00340,4,NotAttend
A00340,5,attend
A00341,1,NotAttend
A00341,2,NotAttend
A00341,3,attend
A00341,4,attend
A00341,5,NotAttend
A00342,1,NotAttend
A00342,2,NotAttend
A00342,3,NotAttend
A00342,4,NotAttend
A00342,5,NotAttend
A00343,1,NotAttend
A00343,2,NotAttend
A00343,3,NotAttend
A00343,4,NotAttend
A00343,5,NotAttend
A00344,1,NotAttend
A00344,2,NotAttend
A00344,3,NotAttend
A00344,4,NotAttend
A00344,5,NotAttend
A00345,1,NotAttend
A00345,2,NotAttend
A00345,3,NotAttend
A00345,4,NotAttend
A00345,5,NotAttend
A00346,1,NotAttend
A00346,2,NotAttend
A00346,3,attend
A00346,4,NotAttend
A00346,5,attend
A00347,1,NotAttend
A00347,2,NotAttend
A00347,3,NotAttend
A00347,4,NotAttend
A00347,5,attend
A00348,1,NotAttend
A00348,2,NotAttend
A00348,3,NotAttend
A00348,4,NotAttend
A00348,5,NotAttend
A00349,1,NotAttend
A00349,2,NotAttend
A00349,3,NotAttend
A00349,4,NotAttend
A00349,5,NotAttend
A00350,1,NotAttend
A00350,2,NotAttend
A00350,3,attend
A00350,4,NotAttend
A00350,5,attend
A00351,1,NotAttend
A00351,2,NotAttend
A00351,3,NotAttend
A00351,4,attend
A00351,5,NotAttend
A00352,1,NotAttend
A00352,2,NotAttend
A00352,3,NotAttend
A00352,4,NotAttend
A00352,5,NotAttend
A00353,1,NotAttend
A00353,2,NotAttend
A00353,3,NotAttend
A00353,4,NotAttend
A00353,5,NotAttend
A00354,1,attend
A00354,2,attend
A00354,3,NotAttend
A00354,4,NotAttend
A00354,5,NotAttend
A00355,1,NotAttend
A00355,2,NotAttend
A00355,3,NotAttend
A00355,4,NotAttend
A00355,5,NotAttend
A00356,1,NotAttend
A00356,2,NotAttend
A00356,3,NotAttend
A00356,4,NotAttend
A00356,5,attend
A00357,1,NotAttend
A00357,2,NotAttend
A00357,3,NotAttend
A00357,4,NotAttend
A00357,5,NotAttend
A00358,1,NotAttend
A00358,2,NotAttend
A00358,3,NotAttend
A00358,4,NotAttend
A00358,5,NotAttend
A00359,1,NotAttend
A00359,2,attend
A00359,3,NotAttend
A00359,4,NotAttend
A00359,5,NotAttend
A00360,1,attend
A00360,2,NotAttend
A00360,3,NotAttend
A00360,4,attend
A00360,5,NotAttend
A00361,1,NotAttend
A00361,2,NotAttend
A00361,3,NotAttend
A00361,4,NotAttend
A00361,5,NotAttend
A00362,1,NotAttend
A00362,2,NotAttend
A00362,3,NotAttend
A00362,4,NotAttend
A00362,5,NotAttend
A00363,1,NotAttend
A00363,2,NotAttend
A00363,3,NotAttend
A00363,4,NotAttend
A00363,5,attend
A00364,1,attend
A00364,2,NotAttend
A00364,3,NotAttend
A00364,4,NotAttend
A00364,5,NotAttend
A00365,1,NotAttend
A00365,2,NotAttend
A00365,3,NotAttend
A00365,4,NotAttend
A00365,5,attend
A00366,1,NotAttend
A00366,2,NotAttend
A00366,3,NotAttend
A00366,4,NotAttend
A00366,5,NotAttend
A00367,1,NotAttend
A00367,2,attend
A00367,3,NotAttend
A00367,4,NotAttend
A00367,5,attend
A00368,1,NotAttend
A00368,2,attend
A00368,3,NotAttend
A00368,4,NotAttend
A00368,5,NotAttend
A00369,1,NotAttend
A00369,2,NotAttend
A00369,3,NotAttend
A00369,4,NotAttend
A00369,5,NotAttend
A00370,1,attend
A00370,2,NotAttend
A00370,3,attend
A00370,4,NotAttend
A00370,5,NotAttend
A00371,1,NotAttend
A00371,2,NotAttend
A00371,3,NotAttend
A00371,4,NotAttend
A00371,5,NotAttend
A00372,1,NotAttend
A00372,2,NotAttend
A00372,3,NotAttend
A00372,4,NotAttend
A00372,5,NotAttend
A00373,1,NotAttend
A00373,2,NotAttend
A00373,3,NotAttend
A00373,4,NotAttend
A00373,5,NotAttend
A00374,1,NotAttend
A00374,2,NotAttend
A00374,3,NotAttend
A00374,4,NotAttend
A00374,5,NotAttend
A00375,1,NotAttend
A00375,2,NotAttend
A00375,3,NotAttend
A00375,4,attend
A00375,5,NotAttend
A00376,1,NotAttend
A00376,2,NotAttend
A00376,3,attend
A00376,4,NotAttend
A00376,5,NotAttend
A00377,1,attend
A00377,2,attend
A00377,3,NotAttend
A00377,4,NotAttend
A00377,5,NotAttend
A00378,1,NotAttend
A00378,2,NotAttend
A00378,3,attend
A00378,4,attend
A00378,5,attend
A00379,1,NotAttend
A00379,2,NotAttend
A00379,3,attend
A00379,4,NotAttend
A00379,5,NotAttend
A00380,1,NotAttend
A00380,2,NotAttend
A00380,3,NotAttend
A00380,4,attend
A00380,5,NotAttend
A00381,1,NotAttend
A00381,2,NotAttend
A00381,3,NotAttend
A00381,4,NotAttend
A00381,5,NotAttend
A00382,1,NotAttend
A00382,2,NotAttend
A00382,3,NotAttend
A00382,4,attend
A00382,5,NotAttend
A00383,1,NotAttend
A00383,2,NotAttend
A00383,3,NotAttend
A00383,4,NotAttend
A00383,5,NotAttend
A00384,1,NotAttend
A00384,2,NotAttend
A00384,3,NotAttend
A00384,4,NotAttend
A00384,5,NotAttend
A00385,1,NotAttend
A00385,2,NotAttend
A00385,3,NotAttend
A00385,4,NotAttend
A00385,5,NotAttend
A00386,1,NotAttend
A00386,2,NotAttend
A00386,3,NotAttend
A00386,4,NotAttend
A00386,5,NotAttend
A00387,1,NotAttend
A00387,2,NotAttend
A00387,3,NotAttend
A00387,4,NotAttend
A00387,5,attend
A00388,1,NotAttend
A00388,2,NotAttend
A00388,3,NotAttend
A00388,4,NotAttend
A00388,5,NotAttend
A00389,1,NotAttend
A00389,2,NotAttend
A00389,3,NotAttend
A00389,4,attend
A00389,5,NotAttend
A00390,1,NotAttend
A00390,2,NotAttend
A00390,3,NotAttend
A00390,4,NotAttend
A00390,5,NotAttend
A00391,1,NotAttend
A00391,2,NotAttend
A00391,3,attend
A00391,4,NotAttend
A00391,5,NotAttend
A00392,1,NotAttend
A00392,2,attend
A00392,3,attend
A00392,4,NotAttend
A00392,5,NotAttend
A00393,1,NotAttend
A00393,2,NotAttend
A00393,3,NotAttend
A00393,4,NotAttend
A00393,5,NotAttend
A00394,1,NotAttend
A00394,2,NotAttend
A00394,3,NotAttend
A00394,4,NotAttend
A00394,5,NotAttend
A00395,1,NotAttend
A00395,2,NotAttend
A00395,3,NotAttend
A00395,4,NotAttend
A00395,5,NotAttend
A00396,1,NotAttend
A00396,2,NotAttend
A00396,3,attend
A00396,4,NotAttend
A00396,5,NotAttend
A00397,1,NotAttend
A00397,2,attend
A00397,3,NotAttend
A00397,4,NotAttend
A00397,5,attend
A00398,1,NotAttend
A00398,2,NotAttend
A00398,3,NotAttend
A00398,4,NotAttend
A00398,5,NotAttend
A00399,1,NotAttend
A00399,2,NotAttend
A00399,3,NotAttend
A00399,4,NotAttend
A00399,5,NotAttend
A00400,1,NotAttend
A00400,2,attend
A00400,3,NotAttend
A00400,4,attend
A00400,5,NotAttend
A00401,1,NotAttend
A00401,2,NotAttend
A00401,3,NotAttend
A00401,4,NotAttend
A00401,5,attend
A00402,1,attend
A00402,2,NotAttend
A00402,3,NotAttend
A00402,4,NotAttend
A00402,5,NotAttend
A00403,1,NotAttend
A00403,2,NotAttend
A00403,3,attend
A00403,4,NotAttend
A00403,5,NotAttend
A00404,1,NotAttend
A00404,2,NotAttend
A00404,3,NotAttend
A00404,4,NotAttend
A00404,5,NotAttend
A00405,1,attend
A00405,2,NotAttend
A00405,3,NotAttend
A00405,4,NotAttend
A00405,5,attend
A00406,1,NotAttend
A00406,2,NotAttend
A00406,3,NotAttend
A00406,4,NotAttend
A00406,5,NotAttend
A00407,1,NotAttend
A00407,2,NotAttend
A00407,3,NotAttend
A00407,4,NotAttend
A00407,5,NotAttend
A00408,1,NotAttend
A00408,2,NotAttend
A00408,3,NotAttend
A00408,4,NotAttend
A00408,5,NotAttend
A00409,1,NotAttend
A00409,2,NotAttend
A00409,3,NotAttend
A00409,4,NotAttend
A00409,5,NotAttend
A00410,1,NotAttend
A00410,2,attend
A00410,3,NotAttend
A00410,4,NotAttend
A00410,5,NotAttend
A00411,1,NotAttend
A00411,2,NotAttend
A00411,3,NotAttend
A00411,4,NotAttend
A00411,5,NotAttend
A00412,1,NotAttend
A00412,2,attend
A00412,3,attend
A00412,4,NotAttend
A00412,5,NotAttend
A00413,1,NotAttend
A00413,2,NotAttend
A00413,3,NotAttend
A00413,4,NotAttend
A00413,5,NotAttend
A00414,1,attend
A00414,2,NotAttend
A00414,3,NotAttend
A00414,4,NotAttend
A00414,5,NotAttend
A00415,1,NotAttend
A00415,2,attend
A00415,3,NotAttend
A00415,4,NotAttend
A00415,5,NotAttend
A00416,1,attend
A00416,2,NotAttend
A00416,3,NotAttend
A00416,4,NotAttend
A00416,5,NotAttend
A00417,1,attend
A00417,2,NotAttend
A00417,3,NotAttend
A00417,4,NotAttend
A00417,5,NotAttend
A00418,1,NotAttend
A00418,2,NotAttend
A00418,3,NotAttend
A00418,4,attend
A00418,5,NotAttend
A00419,1,NotAttend
A00419,2,NotAttend
A00419,3,NotAttend
A00419,4,attend
A00419,5,NotAttend
A00420,1,NotAttend
A00420,2,NotAttend
A00420,3,NotAttend
A00420,4,NotAttend
A00420,5,NotAttend
A00421,1,attend
A00421,2,NotAttend
A00421,3,NotAttend
A00421,4,attend
A00421,5,NotAttend
A00422,1,NotAttend
A00422,2,attend
A00422,3,NotAttend
A00422,4,NotAttend
A00422,5,NotAttend
A00423,1,NotAttend
A00423,2,NotAttend
A00423,3,NotAttend
A00423,4,NotAttend
A00423,5,NotAttend
A00424,1,NotAttend
A00424,2,NotAttend
A00424,3,NotAttend
A00424,4,NotAttend
A00424,5,NotAttend
A00425,1,NotAttend
A00425,2,NotAttend
A00425,3,NotAttend
A00425,4,attend
A00425,5,NotAttend
A00426,1,NotAttend
A00426,2,NotAttend
A00426,3,NotAttend
A00426,4,NotAttend
A00426,5,NotAttend
A00427,1,NotAttend
A00427,2,NotAttend
A00427,3,NotAttend
A00427,4,NotAttend
A00427,5,attend
A00428,1,NotAttend
A00428,2,NotAttend
A00428,3,attend
A00428,4,NotAttend
A00428,5,NotAttend
A00429,1,NotAttend
A00429,2,NotAttend
A00429,3,attend
A00429,4,attend
A00429,5,NotAttend
A00430,1,NotAttend
A00430,2,NotAttend
A00430,3,NotAttend
A00430,4,NotAttend
A00430,5,NotAttend
A00431,1,attend
A00431,2,NotAttend
A00431,3,NotAttend
A00431,4,NotAttend
A00431,5,NotAttend
A00432,1,NotAttend
A00432,2,attend
A00432,3,NotAttend
A00432,4,NotAttend
A00432,5,NotAttend
A00433,1,NotAttend
A00433,2,NotAttend
A00433,3,NotAttend
A00433,4,NotAttend
A00433,5,NotAttend
A00434,1,NotAttend
A00434,2,NotAttend
A00434,3,NotAttend
A00434,4,attend
A00434,5,NotAttend
A00435,1,NotAttend
A00435,2,NotAttend
A00435,3,NotAttend
A00435,4,NotAttend
A00435,5,attend
A00436,1,NotAttend
A00436,2,NotAttend
A00436,3,NotAttend
A00436,4,attend
A00436,5,attend
A00437,1,attend
A00437,2,attend
A00437,3,NotAttend
A00437,4,NotAttend
A00437,5,NotAttend
A00438,1,NotAttend
A00438,2,attend
A00438,3,attend
A00438,4,NotAttend
A00438,5,NotAttend
A00439,1,attend
A00439,2,attend
A00439,3,NotAttend
A00439,4,NotAttend
A00439,5,attend
A00440,1,NotAttend
A00440,2,NotAttend
A00440,3,NotAttend
A00440,4,NotAttend
A00440,5,NotAttend
A00441,1,NotAttend
A00441,2,NotAttend
A00441,3,NotAttend
A00441,4,NotAttend
A00441,5,NotAttend
A00442,1,NotAttend
A00442,2,NotAttend
A00442,3,NotAttend
A00442,4,NotAttend
A00442,5,NotAttend
A00443,1,NotAttend
A00443,2,attend
A00443,3,NotAttend
A00443,4,NotAttend
A00443,5,NotAttend
A00444,1,NotAttend
A00444,2,attend
A00444,3,NotAttend
A00444,4,NotAttend
A00444,5,NotAttend
A00445,1,attend
A00445,2,attend
A00445,3,NotAttend
A00445,4,NotAttend
A00445,5,NotAttend
A00446,1,NotAttend
A00446,2,NotAttend
A00446,3,NotAttend
A00446,4,NotAttend
A00446,5,NotAttend
A00447,1,NotAttend
A00447,2,NotAttend
A00447,3,NotAttend
A00447,4,NotAttend
A00447,5,NotAttend
A00448,1,NotAttend
A00448,2,NotAttend
A00448,3,NotAttend
A00448,4,attend
A00448,5,NotAttend
A00449,1,NotAttend
A00449,2,NotAttend
A00449,3,NotAttend
A00449,4,NotAttend
A00449,5,NotAttend
A00450,1,NotAttend
A00450,2,attend
A00450,3,NotAttend
A00450,4,NotAttend
A00450,5,NotAttend
A00451,1,NotAttend
A00451,2,NotAttend
A00451,3,NotAttend
A00451,4,NotAttend
A00451,5,NotAttend
A00452,1,NotAttend
A00452,2,NotAttend
A00452,3,NotAttend
A00452,4,NotAttend
A00452,5,NotAttend
A00453,1,NotAttend
A00453,2,NotAttend
A00453,3,NotAttend
A00453,4,NotAttend
A00453,5,NotAttend
A00454,1,NotAttend
A00454,2,NotAttend
A00454,3,NotAttend
A00454,4,NotAttend
A00454,5,NotAttend
A00455,1,attend
A00455,2,NotAttend
A00455,3,NotAttend
A00455,4,NotAttend
A00455,5,NotAttend
A00456,1,NotAttend
A00456,2,NotAttend
A00456,3,NotAttend
A00456,4,attend
A00456,5,NotAttend
A00457,1,NotAttend
A00457,2,NotAttend
A00457,3,NotAttend
A00457,4,NotAttend
A00457,5,NotAttend
A00458,1,NotAttend
A00458,2,attend
A00458,3,NotAttend
A00458,4,NotAttend
A00458,5,NotAttend
A00459,1,NotAttend
A00459,2,NotAttend
A00459,3,NotAttend
A00459,4,NotAttend
A00459,5,NotAttend
A00460,1,attend
A00460,2,NotAttend
A00460,3,NotAttend
A00460,4,NotAttend
A00460,5,NotAttend
A00461,1,NotAttend
A00461,2,NotAttend
A00461,3,attend
A00461,4,NotAttend
A00461,5,NotAttend
A00462,1,NotAttend
A00462,2,NotAttend
A00462,3,NotAttend
A00462,4,NotAttend
A00462,5,attend
A00463,1,attend
A00463,2,NotAttend
A00463,3,NotAttend
A00463,4,NotAttend
A00463,5,attend
A00464,1,NotAttend
A00464,2,attend
A00464,3,NotAttend
A00464,4,NotAttend
A00464,5,NotAttend
A00465,1,NotAttend
A00465,2,NotAttend
A00465,3,NotAttend
A00465,4,NotAttend
A00465,5,NotAttend
A00466,1,NotAttend
A00466,2,NotAttend
A00466,3,NotAttend
A00466,4,NotAttend
A00466,5,NotAttend
A00467,1,NotAttend
A00467,2,NotAttend
A00467,3,attend
A00467,4,NotAttend
A00467,5,NotAttend
A00468,1,NotAttend
A00468,2,NotAttend
A00468,3,NotAttend
A00468,4,NotAttend
A00468,5,NotAttend
A00469,1,NotAttend
A00469,2,NotAttend
A00469,3,NotAttend
A00469,4,NotAttend
A00469,5,NotAttend
A00470,1,NotAttend
A00470,2,NotAttend
A00470,3,NotAttend
A00470,4,NotAttend
A00470,5,attend
A00471,1,NotAttend
A00471,2,NotAttend
A00471,3,NotAttend
A00471,4,NotAttend
A00471,5,NotAttend
A00472,1,NotAttend
A00472,2,NotAttend
A00472,3,NotAttend
A00472,4,attend
A00472,5,NotAttend
A00473,1,NotAttend
A00473,2,NotAttend
A00473,3,NotAttend
A00473,4,NotAttend
A00473,5,NotAttend
A00474,1,NotAttend
A00474,2,NotAttend
A00474,3,NotAttend
A00474,4,NotAttend
A00474,5,NotAttend
A00475,1,NotAttend
A00475,2,NotAttend
A00475,3,attend
A00475,4,NotAttend
A00475,5,attend
A00476,1,NotAttend
A00476,2,NotAttend
A00476,3,attend
A00476,4,NotAttend
A00476,5,NotAttend
A00477,1,NotAttend
A00477,2,NotAttend
A00477,3,attend
A00477,4,NotAttend
A00477,5,NotAttend
A00478,1,NotAttend
A00478,2,NotAttend
A00478,3,NotAttend
A00478,4,NotAttend
A00478,5,NotAttend
A00479,1,NotAttend
A00479,2,NotAttend
A00479,3,NotAttend
A00479,4,NotAttend
A00479,5,NotAttend
A00480,1,NotAttend
A00480,2,attend
A00480,3,NotAttend
A00480,4,NotAttend
A00480,5,attend
A00481,1,NotAttend
A00481,2,attend
A00481,3,NotAttend
A00481,4,NotAttend
A00481,5,NotAttend
A00482,1,NotAttend
A00482,2,NotAttend
A00482,3,NotAttend
A00482,4,NotAttend
A00482,5,NotAttend
A00483,1,attend
A00483,2,NotAttend
A00483,3,NotAttend
A00483,4,NotAttend
A00483,5,NotAttend
A00484,1,attend
A00484,2,attend
A00484,3,NotAttend
A00484,4,NotAttend
